Epoch,Train Loss,Train Accuracy
110,0.487260815559649,80.06191950464397
111,0.4843589353795145,80.06191950464397
112,0.48344044533430364,80.06191950464397
113,0.485814584236519,80.06191950464397
114,0.4848138643246071,80.06191950464397
115,0.4832797143973556,80.06191950464397
116,0.483372347612007,80.06191950464397
117,0.4884352532087588,80.06191950464397
118,0.48523815765100364,80.06191950464397
119,0.48487138193027646,80.06191950464397
120,0.4844444633698931,80.06191950464397
121,0.4866008606611514,80.06191950464397
122,0.48426570670277463,80.06191950464397
123,0.4850678665965211,80.06191950464397
124,0.48774994646801667,80.06191950464397
125,0.4843016494722927,80.06191950464397
126,0.4831364248313156,80.06191950464397
127,0.4844329246118957,80.06191950464397
128,0.487314406563254,80.06191950464397
129,0.4879840568584554,80.06191950464397
130,0.4839620946669111,80.06191950464397
131,0.4836103436993618,80.12383900928792
132,0.48636114129833147,80.12383900928792
133,0.484381765127182,80.12383900928792
134,0.4853062407643187,80.12383900928792
135,0.4874174133235333,80.12383900928792
136,0.4851860614383922,80.12383900928792
137,0.48849741968454097,80.12383900928792
138,0.48630523506332846,80.12383900928792
139,0.4862143660292906,80.12383900928792
140,0.4842005781098908,80.12383900928792
141,0.4856679223331751,80.12383900928792
142,0.48522156360102636,80.12383900928792
143,0.48466195020021174,80.12383900928792
144,0.48475977223293454,80.12383900928792
145,0.48615196814724043,80.12383900928792
146,0.4843570975696339,80.12383900928792
147,0.4882179673980264,80.12383900928792
148,0.48647019851441475,80.12383900928792
149,0.48503097249012367,80.12383900928792
150,0.4830735787457111,80.12383900928792
